user id,movie id,rating,timestamp,movie title,release date,video release date,IMDb URL,unknown,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,count_rating,sum_rating
405,426,1,1970-01-01,"Transformers: The Movie, The (1986)",1986-01-01,0.0,"http://us.imdb.com/M/title-exact?Transformers:%20The%20Movie,%20The%20(1986)",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,32,91
405,1338,1,1970-01-01,Two Deaths (1995),1996-08-09,0.0,http://us.imdb.com/Title?Two+Deaths+(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,9
405,1554,4,1970-01-01,Safe Passage (1994),1994-01-01,0.0,http://us.imdb.com/M/title-exact?Safe%20Passage%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6
405,656,1,1970-01-01,M (1931),1931-01-01,0.0,http://us.imdb.com/M/title-exact?M%20(1931),0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,44,176
405,1561,1,1970-01-01,Tigrero: A Film That Was Never Made (1994),1994-01-01,0.0,http://us.imdb.com/M/title-exact?Tigrero:%20A%20Film%20That%20Was%20Never%20Made%20(1994),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
405,440,1,1970-01-01,Amityville II: The Possession (1982),1982-01-01,0.0,http://us.imdb.com/M/title-exact?Amityville%20II:%20The%20Possession%20(1982),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,23
405,722,1,1970-01-01,Nine Months (1995),1995-01-01,0.0,http://us.imdb.com/M/title-exact?Nine%20Months%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,170
405,540,1,1970-01-01,Money Train (1995),1995-01-01,0.0,http://us.imdb.com/M/title-exact?Money%20Train%20(1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,108
405,997,1,1970-01-01,Stuart Saves His Family (1995),1995-01-01,0.0,http://us.imdb.com/M/title-exact?Stuart%20Saves%20His%20Family%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,34
405,232,4,1970-01-01,Young Guns (1988),1988-01-01,0.0,http://us.imdb.com/M/title-exact?Young%20Guns%20(1988),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,101,324
405,1100,1,1970-01-01,What Happened Was... (1994),1994-01-01,0.0,http://us.imdb.com/M/title-exact?What%20Happened%20Was...%20(1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,8,21
405,442,1,1970-01-01,"Amityville Curse, The (1990)",1990-01-01,0.0,"http://us.imdb.com/M/title-exact?Amityville%20Curse,%20The%20(1990)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5
405,72,3,1970-01-01,"Mask, The (1994)",1994-01-01,0.0,"http://us.imdb.com/M/title-exact?Mask,%20The%20(1994)",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,129,412
405,135,5,1970-01-01,2001: A Space Odyssey (1968),1968-01-01,0.0,http://us.imdb.com/M/title-exact?2001:%20A%20Space%20Odyssey%20(1968),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,259,1028
405,700,1,1970-01-01,Miami Rhapsody (1995),1995-01-01,0.0,http://us.imdb.com/M/title-exact?Miami%20Rhapsody%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,39
405,1434,1,1970-01-01,Shooting Fish (1997),1998-01-16,0.0,http://us.imdb.com/M/title-exact?imdb-title-120122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,25
405,96,3,1970-01-01,Terminator 2: Judgment Day (1991),1991-01-01,0.0,http://us.imdb.com/M/title-exact?Terminator%202:%20Judgment%20Day%20(1991),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,295,1182
405,1565,1,1970-01-01,Daens (1992),1992-01-01,0.0,http://us.imdb.com/M/title-exact?Daens%20(1992),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
405,734,2,1970-01-01,Made in America (1993),1993-01-01,0.0,http://us.imdb.com/M/title-exact?Made%20in%20America%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,68
405,1469,1,1970-01-01,Tom and Huck (1995),1995-01-01,0.0,http://us.imdb.com/M/title-exact?Tom%20and%20Huck%20(1995),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38
405,964,1,1970-01-01,"Month by the Lake, A (1995)",1995-01-01,0.0,"http://us.imdb.com/M/title-exact?Month%20by%20The%20Lake,%20A%20(1995)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,30
405,1250,1,1970-01-01,Best of the Best 3: No Turning Back (1995),1995-01-01,0.0,http://us.imdb.com/M/title-exact?Best%20of%20the%20Best%203:%20No%20Turning%20Back%20(1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9
405,214,4,1970-01-01,Pink Floyd - The Wall (1982),1982-01-01,0.0,http://us.imdb.com/M/title-exact?Pink%20Floyd%20-%20The%20Wall%20(1982),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,114,382
405,450,1,1970-01-01,Star Trek V: The Final Frontier (1989),1989-01-01,0.0,http://us.imdb.com/M/title-exact?Star%20Trek%20V:%20The%20Final%20Frontier%20(1989),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,63,151
405,127,5,1970-01-01,"Godfather, The (1972)",1972-01-01,0.0,"http://us.imdb.com/M/title-exact?Godfather,%20The%20(1972)",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,413,1769
405,719,1,1970-01-01,Canadian Bacon (1994),1994-01-01,0.0,http://us.imdb.com/M/title-exact?Canadian%20Bacon%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,29,70
405,90,4,1970-01-01,So I Married an Axe Murderer (1993),1993-01-01,0.0,http://us.imdb.com/M/title-exact?So%20I%20Married%20an%20Axe%20Murderer%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,95,290
405,1230,1,1970-01-01,Ready to Wear (Pret-A-Porter) (1994),1994-01-01,0.0,http://us.imdb.com/Title?Pr%EAt-%E0-Porter+(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,33
405,206,1,1970-01-01,Akira (1988),1988-01-01,0.0,http://us.imdb.com/M/title-exact?Akira%20(1988),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,50,169
405,1531,1,1970-01-01,Far From Home: The Adventures of Yellow Dog (1995),1995-01-01,0.0,http://us.imdb.com/M/title-exact?Far%20From%20Home:%20The%20Adventures%20of%20Yellow%20Dog%20(1995),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23
405,695,1,1970-01-01,Kicking and Screaming (1995),1995-01-01,0.0,http://us.imdb.com/M/title-exact?Kicking%20and%20Screaming%20(1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,13,38
405,92,1,1970-01-01,True Romance (1993),1993-01-01,0.0,http://us.imdb.com/M/title-exact?True%20Romance%20(1993),0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,104,376
405,1176,3,1970-01-01,Welcome To Sarajevo (1997),1997-01-01,0.0,http://us.imdb.com/M/title-exact?Welcome+To+Sarajevo+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22,74
405,639,1,1970-01-01,"Tin Drum, The (Blechtrommel, Die) (1979)",1979-01-01,0.0,"http://us.imdb.com/M/title-exact?Blechtrommel,%20Die%20(1979)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,148
405,366,3,1970-01-01,Dangerous Minds (1995),1995-01-01,0.0,http://us.imdb.com/M/title-exact?Dangerous%20Minds%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47,157
405,470,1,1970-01-01,Tombstone (1993),1993-01-01,0.0,http://us.imdb.com/M/title-exact?Tombstone%20(1993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108,396
405,1555,1,1970-01-01,"Secret Adventures of Tom Thumb, The (1993)",1993-01-01,0.0,"http://us.imdb.com/M/title-exact?Secret%20Adventures%20of%20Tom%20Thumb,%20The%20(1993)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13
405,699,2,1970-01-01,Little Women (1994),1994-01-01,0.0,http://us.imdb.com/M/title-exact?Little%20Women%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,102,375
405,575,5,1970-01-01,City Slickers II: The Legend of Curly's Gold (1994),1994-01-01,0.0,http://us.imdb.com/M/title-exact?City%20Slickers%20II:%20The%20Legend%20of%20Curly's%20Gold%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,44,112
405,422,1,1970-01-01,Aladdin and the King of Thieves (1996),1996-01-01,0.0,http://us.imdb.com/M/title-exact?Aladdin%20and%20the%20King%20of%20Thieves%20(1996)%20(V),0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,74
405,1353,1,1970-01-01,1-900 (1994),1994-01-01,0.0,http://us.imdb.com/M/title-exact?06%20(1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,13
405,1227,3,1970-01-01,"Awfully Big Adventure, An (1995)",1995-01-01,0.0,"http://us.imdb.com/M/title-exact?Awfully%20Big%20Adventure,%20An%20(1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,19
405,451,5,1970-01-01,Grease (1978),1978-01-01,0.0,http://us.imdb.com/M/title-exact?Grease%20(1978),0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,170,569
405,1188,3,1970-01-01,Young Guns II (1990),1990-01-01,0.0,http://us.imdb.com/M/title-exact?Young%20Guns%20II%20(1990),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,44,122
405,1207,1,1970-01-01,Jade (1995),1995-01-01,0.0,http://us.imdb.com/M/title-exact?Jade%20(1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,39
405,230,2,1970-01-01,Star Trek IV: The Voyage Home (1986),1986-01-01,0.0,http://us.imdb.com/M/title-exact?Star%20Trek%20IV:%20The%20Voyage%20Home%20(1986),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,199,686
405,62,1,1970-01-01,Stargate (1994),1994-01-01,0.0,http://us.imdb.com/M/title-exact?Stargate%20(1994),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,127,399
405,771,1,1970-01-01,Johnny Mnemonic (1995),1995-01-01,0.0,http://us.imdb.com/M/title-exact?Johnny%20Mnemonic%20(1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,41,108
405,1247,1,1970-01-01,Bad Girls (1994),1994-01-01,0.0,http://us.imdb.com/Title?Bad+Girls+(1994/I),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11
405,188,1,1970-01-01,Full Metal Jacket (1987),1987-01-01,0.0,http://us.imdb.com/M/title-exact?Full%20Metal%20Jacket%20(1987),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,170,626
405,578,1,1970-01-01,Demolition Man (1993),1993-01-01,0.0,http://us.imdb.com/M/title-exact?Demolition%20Man%20(1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,92,290
405,1563,1,1970-01-01,"Promise, The (Versprechen, Das) (1994)",1994-01-01,0.0,"http://us.imdb.com/M/title-exact?Versprechen,%20Das%20(1994)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
405,350,1,1970-01-01,Fallen (1998),1998-01-16,0.0,http://us.imdb.com/Title?Fallen+(1998),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,41,129
405,1046,2,1970-01-01,Malice (1993),1993-01-01,0.0,http://us.imdb.com/M/title-exact?Malice%20(1993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,46,146
405,432,3,1970-01-01,Fantasia (1940),1940-01-01,0.0,http://us.imdb.com/M/title-exact?Fantasia%20(1940),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,174,656
405,775,1,1970-01-01,Something to Talk About (1995),1995-01-01,0.0,http://us.imdb.com/M/title-exact?Something%20to%20Talk%20About%20(1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,26,72
405,650,1,1970-01-01,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",1957-01-01,0.0,"http://us.imdb.com/M/title-exact?Sjunde%20inseglet,%20Det%20(1957)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,72,255
405,1316,1,1970-01-01,"Horse Whisperer, The (1998)",1997-12-25,0.0,http://us.imdb.com/M/title-exact?imdb-title-119314,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,19
405,1275,1,1970-01-01,Killer (Bulletproof Heart) (1994),1994-01-01,0.0,http://us.imdb.com/M/title-exact?Killer%20(1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,10
405,361,2,1970-01-01,Incognito (1997),1997-01-01,0.0,http://us.imdb.com/M/title-exact?Incognito+(1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10,35
405,551,1,1970-01-01,Lord of Illusions (1995),1995-01-01,0.0,http://us.imdb.com/M/title-exact?Lord%20of%20Illusions%20(1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,58
405,1113,1,1970-01-01,Mrs. Parker and the Vicious Circle (1994),1994-01-01,0.0,http://us.imdb.com/M/title-exact?Mrs.%20Parker%20and%20the%20Vicious%20Circle%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,72
405,1109,1,1970-01-01,Death and the Maiden (1994),1994-01-01,0.0,http://us.imdb.com/M/title-exact?Death%20and%20the%20Maiden%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,28,96
405,785,1,1970-01-01,Only You (1994),1994-01-01,0.0,http://us.imdb.com/M/title-exact?Only%20You%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,39,123
405,581,3,1970-01-01,Kalifornia (1993),1993-01-01,0.0,http://us.imdb.com/M/title-exact?Kalifornia%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,59,190
405,30,1,1970-01-01,Belle de jour (1967),1967-01-01,0.0,http://us.imdb.com/M/title-exact?Belle%20de%20jour%20(1967),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,146
405,759,1,1970-01-01,Fair Game (1995),1995-01-01,0.0,http://us.imdb.com/M/title-exact?Fair%20Game%20(1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24
405,1058,1,1970-01-01,"War, The (1994)",1994-01-01,0.0,"http://us.imdb.com/M/title-exact?War,%20The%20(1994)",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,49
405,1317,1,1970-01-01,"Journey of August King, The (1995)",1996-03-22,0.0,"http://us.imdb.com/M/title-exact?Journey%20of%20August%20King,%20The%20(1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,8
405,1519,2,1970-01-01,New Jersey Drive (1995),1995-01-01,0.0,http://us.imdb.com/M/title-exact?New%20Jersey%20Drive%20(1995),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,6
405,1045,3,1970-01-01,Fearless (1993),1993-01-01,0.0,http://us.imdb.com/M/title-exact?Fearless%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,81
405,959,1,1970-01-01,Dazed and Confused (1993),1993-01-01,0.0,http://us.imdb.com/M/title-exact?Dazed%20and%20Confused%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,222
405,1217,3,1970-01-01,Assassins (1995),1995-01-01,0.0,http://us.imdb.com/Title?Assassins+(1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39,112
405,449,1,1970-01-01,Star Trek: The Motion Picture (1979),1979-01-01,0.0,http://us.imdb.com/M/title-exact?Star%20Trek:%20The%20Motion%20Picture%20(1979),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,117,355
405,169,1,1970-01-01,"Wrong Trousers, The (1993)",1993-01-01,0.0,"http://us.imdb.com/M/title-exact?Wrong%20Trousers,%20The%20(1993)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118,527
405,527,5,1970-01-01,Gandhi (1982),1982-01-01,0.0,http://us.imdb.com/M/title-exact?Gandhi%20(1982),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,195,784
405,1029,1,1970-01-01,Jury Duty (1995),1995-01-01,0.0,http://us.imdb.com/M/title-exact?Jury%20Duty%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28
405,1248,1,1970-01-01,Blink (1994),1994-01-01,0.0,http://us.imdb.com/M/title-exact?Blink%20(1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,57
405,371,1,1970-01-01,"Bridges of Madison County, The (1995)",1996-02-09,0.0,"http://us.imdb.com/M/title-exact?Bridges%20of%20Madison%20County,%20The%20(1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,67,212
405,593,1,1970-01-01,Stalingrad (1993),1993-01-01,0.0,http://us.imdb.com/M/title-exact?Stalingrad%20(1993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,38
405,1435,1,1970-01-01,"Steal Big, Steal Little (1995)",1995-01-01,0.0,"http://us.imdb.com/M/title-exact?Steal%20Big,%20Steal%20Little%20(1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18
405,795,2,1970-01-01,Richie Rich (1994),1994-01-01,0.0,http://us.imdb.com/M/title-exact?Richie%20Rich%20(1994),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,51
405,673,5,1970-01-01,Cape Fear (1962),1962-01-01,0.0,http://us.imdb.com/M/title-exact?Cape%20Fear%20(1962),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,86,303
405,1167,1,1970-01-01,"Sum of Us, The (1994)",1994-01-01,0.0,"http://us.imdb.com/M/title-exact?Sum%20of%20Us,%20The%20(1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,39
405,396,1,1970-01-01,Serial Mom (1994),1994-01-01,0.0,http://us.imdb.com/M/title-exact?Serial%20Mom%20(1994),0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,54,152
405,1421,1,1970-01-01,My Crazy Life (Mi vida loca) (1993),1993-01-01,0.0,http://us.imdb.com/M/title-exact?Mi%20vida%20loca%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,35
