Data; Time; Open
08.06.2023;01:00:00;26390.01
08.06.2023;02:00:00;26443.6
08.06.2023;03:00:00;26386.5
08.06.2023;04:00:00;26344.16
08.06.2023;05:00:00;26400.96
08.06.2023;06:00:00;26377.51
08.06.2023;07:00:00;26427.34
08.06.2023;08:00:00;26444.68
08.06.2023;09:00:00;26441.55
08.06.2023;10:00:00;26385.05
08.06.2023;11:00:00;26484.77
08.06.2023;12:00:00;26432.01
08.06.2023;13:00:00;26462.9
08.06.2023;14:00:00;26400.92
08.06.2023;15:00:00;26648.54
08.06.2023;16:00:00;26721.69
08.06.2023;17:00:00;26498.39
08.06.2023;18:00:00;26485
08.06.2023;19:00:00;26550
08.06.2023;20:00:00;26539.86
08.06.2023;21:00:00;26637.31
08.06.2023;22:00:00;26573.42
08.06.2023;23:00:00;26544.39
09.06.2023;00:00:00;26498.62
09.06.2023;01:00:00;26456.95
09.06.2023;02:00:00;26504.21
09.06.2023;03:00:00;26457.5
09.06.2023;04:00:00;26483.69
09.06.2023;05:00:00;26491.38
09.06.2023;06:00:00;26504.54
09.06.2023;07:00:00;26492.92
09.06.2023;08:00:00;26493.44
09.06.2023;09:00:00;26642.38
09.06.2023;10:00:00;26639.03
09.06.2023;11:00:00;26635.39
09.06.2023;12:00:00;26610.18
09.06.2023;13:00:00;26673.75
09.06.2023;14:00:00;26634.64
09.06.2023;15:00:00;26594.63
09.06.2023;16:00:00;26477.36
09.06.2023;17:00:00;26482.83
09.06.2023;18:00:00;26496.05
09.06.2023;19:00:00;26450
09.06.2023;20:00:00;26407.15
09.06.2023;21:00:00;26451.16
09.06.2023;22:00:00;26479.51
09.06.2023;23:00:00;26492.69
10.06.2023;00:00:00;26477.8
10.06.2023;01:00:00;26459.99
10.06.2023;02:00:00;26396.94
10.06.2023;03:00:00;26326.93
10.06.2023;04:00:00;26323.07
10.06.2023;05:00:00;25765.29
10.06.2023;06:00:00;25518.06
10.06.2023;07:00:00;25538.81
10.06.2023;08:00:00;25651.08
10.06.2023;09:00:00;25669.06
10.06.2023;10:00:00;25651.89
10.06.2023;11:00:00;25698.3
10.06.2023;12:00:00;25731.41
10.06.2023;13:00:00;25616.19
10.06.2023;14:00:00;25657.5
10.06.2023;15:00:00;25668.35
10.06.2023;16:00:00;25628.81
10.06.2023;17:00:00;25588.67
10.06.2023;18:00:00;26022.34
10.06.2023;19:00:00;25547.28
10.06.2023;20:00:00;25750.01
10.06.2023;21:00:00;25751.25
10.06.2023;22:00:00;25761.29
10.06.2023;23:00:00;25875.17
11.06.2023;00:00:00;25841.22
11.06.2023;01:00:00;25750.27
11.06.2023;02:00:00;25824.99
11.06.2023;03:00:00;25766.71
11.06.2023;04:00:00;25727.51
11.06.2023;05:00:00;25727.74
11.06.2023;06:00:00;25819.1
11.06.2023;07:00:00;25786.49
11.06.2023;08:00:00;25741.32
11.06.2023;09:00:00;25740.21
11.06.2023;10:00:00;25706.25
11.06.2023;11:00:00;25774.08
11.06.2023;12:00:00;25796.05
11.06.2023;13:00:00;25750.01
11.06.2023;14:00:00;25703.32
11.06.2023;15:00:00;25753.18
11.06.2023;16:00:00;25751.36
11.06.2023;17:00:00;25868.39
11.06.2023;18:00:00;25941.63
11.06.2023;19:00:00;25974.99
11.06.2023;20:00:00;26030.89
11.06.2023;21:00:00;26123.69
11.06.2023;22:00:00;26046.37
11.06.2023;23:00:00;25895.79
12.06.2023;00:00:00;25925.54
12.06.2023;01:00:00;25965.13
12.06.2023;02:00:00;25935.17
12.06.2023;03:00:00;25773.48
12.06.2023;04:00:00;25791.29
12.06.2023;05:00:00;25814.99
12.06.2023;06:00:00;25772.8
12.06.2023;07:00:00;25844.34
12.06.2023;08:00:00;25802.97
12.06.2023;09:00:00;25939.31
12.06.2023;10:00:00;25965.1
12.06.2023;11:00:00;25964.6
12.06.2023;12:00:00;25988.82
12.06.2023;13:00:00;25933.1
12.06.2023;14:00:00;25798.29
12.06.2023;15:00:00;25846.35
12.06.2023;16:00:00;25824.63
12.06.2023;17:00:00;25825.41
12.06.2023;18:00:00;25804.55
12.06.2023;19:00:00;25845.32
12.06.2023;20:00:00;25824.23
12.06.2023;21:00:00;25893.48
12.06.2023;22:00:00;25930.52
12.06.2023;23:00:00;25929.93
13.06.2023;00:00:00;25905.2
13.06.2023;01:00:00;25868.88
13.06.2023;02:00:00;25970.67
13.06.2023;03:00:00;26125.49
13.06.2023;04:00:00;26063.85
13.06.2023;05:00:00;26055.51
13.06.2023;06:00:00;26080.82
13.06.2023;07:00:00;26080.01
13.06.2023;08:00:00;26073.91
13.06.2023;09:00:00;26176.82
13.06.2023;10:00:00;26147.37
13.06.2023;11:00:00;26156.31
13.06.2023;12:00:00;26191.81
13.06.2023;13:00:00;26082.29
13.06.2023;14:00:00;26032.91
13.06.2023;15:00:00;25985.66
13.06.2023;16:00:00;25759.54
13.06.2023;17:00:00;25865.3
13.06.2023;18:00:00;25821.87
13.06.2023;19:00:00;25889.64
13.06.2023;20:00:00;25902.83
13.06.2023;21:00:00;25847.97
13.06.2023;22:00:00;25847.44
13.06.2023;23:00:00;25840.01
14.06.2023;00:00:00;25934.24
14.06.2023;01:00:00;25989.72
14.06.2023;02:00:00;26046.27
14.06.2023;03:00:00;26027.4
14.06.2023;04:00:00;25985.06
14.06.2023;05:00:00;25981
14.06.2023;06:00:00;25845.14
14.06.2023;07:00:00;25894.53
14.06.2023;08:00:00;25897.71
14.06.2023;09:00:00;25928.3
14.06.2023;10:00:00;25980.53
14.06.2023;11:00:00;25957
14.06.2023;12:00:00;25975.71
14.06.2023;13:00:00;26022.15
14.06.2023;14:00:00;25990
14.06.2023;15:00:00;26001.26
14.06.2023;16:00:00;25986.74
14.06.2023;17:00:00;25965.87
14.06.2023;18:00:00;26027.03
14.06.2023;19:00:00;25915.02
14.06.2023;20:00:00;25874.58
14.06.2023;21:00:00;24934.21
14.06.2023;22:00:00;25121.25
14.06.2023;23:00:00;25034.98
15.06.2023;00:00:00;25128.6
15.06.2023;01:00:00;25206.52
15.06.2023;02:00:00;25064.79
15.06.2023;03:00:00;25083.79
15.06.2023;04:00:00;25065.35
15.06.2023;05:00:00;25028.15
15.06.2023;06:00:00;25031.42
15.06.2023;07:00:00;24927.94
15.06.2023;08:00:00;24983.81
15.06.2023;09:00:00;24974.27
15.06.2023;10:00:00;24947.71
15.06.2023;11:00:00;24923.51
15.06.2023;12:00:00;25014.97
15.06.2023;13:00:00;24954.45
15.06.2023;14:00:00;25055.22
15.06.2023;15:00:00;25014.62
15.06.2023;16:00:00;24959.96
15.06.2023;17:00:00;25000
15.06.2023;18:00:00;25143.85
15.06.2023;19:00:00;25389.97
15.06.2023;20:00:00;25455.49
15.06.2023;21:00:00;25566
15.06.2023;22:00:00;25574.6
15.06.2023;23:00:00;25629.29
16.06.2023;00:00:00;25598.49
16.06.2023;01:00:00;25496.59
16.06.2023;02:00:00;25517.47
16.06.2023;03:00:00;25554.88
16.06.2023;04:00:00;25561.75
16.06.2023;05:00:00;25528.77
16.06.2023;06:00:00;25553.04
16.06.2023;07:00:00;25578.59
16.06.2023;08:00:00;25537
16.06.2023;09:00:00;25545.25
16.06.2023;10:00:00;25595.96
16.06.2023;11:00:00;25570
16.06.2023;12:00:00;25474.51
16.06.2023;13:00:00;25570
16.06.2023;14:00:00;25492.64
16.06.2023;15:00:00;25616
16.06.2023;16:00:00;25840
16.06.2023;17:00:00;25959.77
16.06.2023;18:00:00;26321
16.06.2023;19:00:00;26361.41
16.06.2023;20:00:00;26382.43
16.06.2023;21:00:00;26412.13
16.06.2023;22:00:00;26297.84
16.06.2023;23:00:00;26370.52
17.06.2023;00:00:00;26345.01
17.06.2023;01:00:00;26313.11
17.06.2023;02:00:00;26198.47
17.06.2023;03:00:00;26276.66
17.06.2023;04:00:00;26262.17
17.06.2023;05:00:00;26358.5
17.06.2023;06:00:00;26690.44
17.06.2023;07:00:00;26665.13
17.06.2023;08:00:00;26593.58
17.06.2023;09:00:00;26601
17.06.2023;10:00:00;26596.09
17.06.2023;11:00:00;26588.77
17.06.2023;12:00:00;26507.75
17.06.2023;13:00:00;26521.04
17.06.2023;14:00:00;26551.14
17.06.2023;15:00:00;26496.63
17.06.2023;16:00:00;26410.82
17.06.2023;17:00:00;26473.15
17.06.2023;18:00:00;26423.41
17.06.2023;19:00:00;26521.44
17.06.2023;20:00:00;26475.31
17.06.2023;21:00:00;26541.85
17.06.2023;22:00:00;26525.4
17.06.2023;23:00:00;26570.15
18.06.2023;00:00:00;26516.99
18.06.2023;01:00:00;26453.95
18.06.2023;02:00:00;26492.12
18.06.2023;03:00:00;26475.53
18.06.2023;04:00:00;26548.46
18.06.2023;05:00:00;26535.51
18.06.2023;06:00:00;26540.02
18.06.2023;07:00:00;26544.02
18.06.2023;08:00:00;26584.99
18.06.2023;09:00:00;26499.32
18.06.2023;10:00:00;26527.34
18.06.2023;11:00:00;26507.99
18.06.2023;12:00:00;26500
18.06.2023;13:00:00;26534.97
18.06.2023;14:00:00;26486.01
18.06.2023;15:00:00;26550
18.06.2023;16:00:00;26562.09
18.06.2023;17:00:00;26620.11
18.06.2023;18:00:00;26630
18.06.2023;19:00:00;26620.87
18.06.2023;20:00:00;26650.01
18.06.2023;21:00:00;26473.74
18.06.2023;22:00:00;26415.34
18.06.2023;23:00:00;26402.26
19.06.2023;00:00:00;26339.98
19.06.2023;01:00:00;26366.1
19.06.2023;02:00:00;26437.44
19.06.2023;03:00:00;26446.33
19.06.2023;04:00:00;26403.36
19.06.2023;05:00:00;26428.54
19.06.2023;06:00:00;26465.6
19.06.2023;07:00:00;26427.99
19.06.2023;08:00:00;26428
19.06.2023;09:00:00;26417.25
19.06.2023;10:00:00;26401.02
19.06.2023;11:00:00;26378
19.06.2023;12:00:00;26447.73
19.06.2023;13:00:00;26531.39
19.06.2023;14:00:00;26535.17
19.06.2023;15:00:00;26423.24
19.06.2023;16:00:00;26443.99
19.06.2023;17:00:00;26499.64
19.06.2023;18:00:00;26665.06
19.06.2023;19:00:00;26495.99
19.06.2023;20:00:00;26682.29
19.06.2023;21:00:00;26724
19.06.2023;22:00:00;26770.19
19.06.2023;23:00:00;26754.98
20.06.2023;00:00:00;26844.35
20.06.2023;01:00:00;26982.29
20.06.2023;02:00:00;26902.32
20.06.2023;03:00:00;26914.51
20.06.2023;04:00:00;26896.53
20.06.2023;05:00:00;26965.94
20.06.2023;06:00:00;26821.36
20.06.2023;07:00:00;26789.15
20.06.2023;08:00:00;26832.45
20.06.2023;09:00:00;26754.24
20.06.2023;10:00:00;26780.57
20.06.2023;11:00:00;26775.99
20.06.2023;12:00:00;26907.99
20.06.2023;13:00:00;26851.99
20.06.2023;14:00:00;26812
20.06.2023;15:00:00;26780
20.06.2023;16:00:00;27071.94
20.06.2023;17:00:00;27380.55
20.06.2023;18:00:00;27796
20.06.2023;19:00:00;28070.53
20.06.2023;20:00:00;27982.77
20.06.2023;21:00:00;28158
20.06.2023;22:00:00;28130
20.06.2023;23:00:00;28213.47
21.06.2023;00:00:00;28308
21.06.2023;01:00:00;28413.99
21.06.2023;02:00:00;28785.93
21.06.2023;03:00:00;28789.05
21.06.2023;04:00:00;28711.15
21.06.2023;05:00:00;28785.1
21.06.2023;06:00:00;28982.01
21.06.2023;07:00:00;28858.01
21.06.2023;08:00:00;28872.28
21.06.2023;09:00:00;28824.41
21.06.2023;10:00:00;28923.69
21.06.2023;11:00:00;28834.92
21.06.2023;12:00:00;28930
21.06.2023;13:00:00;28893.74
21.06.2023;14:00:00;29311.99
21.06.2023;15:00:00;29536.02
21.06.2023;16:00:00;29851.58
21.06.2023;17:00:00;30164.58
21.06.2023;18:00:00;30080.23
21.06.2023;19:00:00;30131.38
21.06.2023;20:00:00;30112.02
21.06.2023;21:00:00;29988.01
21.06.2023;22:00:00;29880.96
21.06.2023;23:00:00;30114.55
22.06.2023;00:00:00;29993.89
22.06.2023;01:00:00;30139.47
22.06.2023;02:00:00;30159.07
22.06.2023;03:00:00;30472.12
22.06.2023;04:00:00;30296
22.06.2023;05:00:00;30349.99
22.06.2023;06:00:00;30285.29
22.06.2023;07:00:00;30130.02
22.06.2023;08:00:00;30100.75
22.06.2023;09:00:00;30096.69
22.06.2023;10:00:00;30134.36
22.06.2023;11:00:00;30178
22.06.2023;12:00:00;29928.01
22.06.2023;13:00:00;30115.48
22.06.2023;14:00:00;30235.99
22.06.2023;15:00:00;29746.75
22.06.2023;16:00:00;29850.65
22.06.2023;17:00:00;29970.01
22.06.2023;18:00:00;30145.3
22.06.2023;19:00:00;30133.99
22.06.2023;20:00:00;30213.11
22.06.2023;21:00:00;30152.08
22.06.2023;22:00:00;30054.06
22.06.2023;23:00:00;29927.78
23.06.2023;00:00:00;29884.92
23.06.2023;01:00:00;30010.01
23.06.2023;02:00:00;29933.52
23.06.2023;03:00:00;29984.91
23.06.2023;04:00:00;30007.97
23.06.2023;05:00:00;30002
23.06.2023;06:00:00;30042
23.06.2023;07:00:00;30012.18
23.06.2023;08:00:00;29932
23.06.2023;09:00:00;30008.12
23.06.2023;10:00:00;30145.21
23.06.2023;11:00:00;30076
23.06.2023;12:00:00;30140.86
23.06.2023;13:00:00;30106.51
23.06.2023;14:00:00;30077.82
23.06.2023;15:00:00;30282.05
23.06.2023;16:00:00;31238.01
23.06.2023;17:00:00;31097.02
23.06.2023;18:00:00;31241.1
23.06.2023;19:00:00;30943.69
23.06.2023;20:00:00;30880.88
23.06.2023;21:00:00;30906.07
23.06.2023;22:00:00;30659.8
23.06.2023;23:00:00;30644.17
24.06.2023;00:00:00;30688.51
24.06.2023;01:00:00;30488.2
24.06.2023;02:00:00;30605.31
24.06.2023;03:00:00;30756.61
24.06.2023;04:00:00;30730
24.06.2023;05:00:00;30703.69
24.06.2023;06:00:00;30725.01
24.06.2023;07:00:00;30697.95
24.06.2023;08:00:00;30567.58
24.06.2023;09:00:00;30608.81
24.06.2023;10:00:00;30621.64
24.06.2023;11:00:00;30739.99
24.06.2023;12:00:00;30684.37
24.06.2023;13:00:00;30694.56
24.06.2023;14:00:00;30640.69
24.06.2023;15:00:00;30688.52
24.06.2023;16:00:00;30398.72
24.06.2023;17:00:00;30510.01
24.06.2023;18:00:00;30584.5
24.06.2023;19:00:00;30638.39
24.06.2023;20:00:00;30627.84
24.06.2023;21:00:00;30507.56
24.06.2023;22:00:00;30513.78
24.06.2023;23:00:00;30515.33
25.06.2023;00:00:00;30527.44
25.06.2023;01:00:00;30513.24
25.06.2023;02:00:00;30598.52
25.06.2023;03:00:00;30621.3
25.06.2023;04:00:00;30748.46
25.06.2023;05:00:00;30890.65
25.06.2023;06:00:00;30858.55
25.06.2023;07:00:00;30872.66
25.06.2023;08:00:00;30723.78
25.06.2023;09:00:00;30735.92
25.06.2023;10:00:00;30683.99
25.06.2023;11:00:00;30621.28
25.06.2023;12:00:00;30716.03
25.06.2023;13:00:00;30669.39
25.06.2023;14:00:00;30676.49
25.06.2023;15:00:00;30551.82
25.06.2023;16:00:00;30585.16
25.06.2023;17:00:00;30590.3
25.06.2023;18:00:00;30526
25.06.2023;19:00:00;30453.02
25.06.2023;20:00:00;30429.78
25.06.2023;21:00:00;30374.01
25.06.2023;22:00:00;30451.52
25.06.2023;23:00:00;30500.86
26.06.2023;00:00:00;30462.67
26.06.2023;01:00:00;30394.88
26.06.2023;02:00:00;30172.73
26.06.2023;03:00:00;30222.48
26.06.2023;04:00:00;30296.35
26.06.2023;05:00:00;30245.18
26.06.2023;06:00:00;30215.04
26.06.2023;07:00:00;30483.97
26.06.2023;08:00:00;30404.28
26.06.2023;09:00:00;30405.76
26.06.2023;10:00:00;30268
26.06.2023;11:00:00;30268
26.06.2023;12:00:00;30322.89
26.06.2023;13:00:00;30359.29
26.06.2023;14:00:00;30639.14
26.06.2023;15:00:00;30394.56
26.06.2023;16:00:00;30419.63
26.06.2023;17:00:00;30100.46
26.06.2023;18:00:00;30084.63
26.06.2023;19:00:00;30213.35
26.06.2023;20:00:00;30243.97
26.06.2023;21:00:00;30161.78
26.06.2023;22:00:00;30158.07
26.06.2023;23:00:00;30227.5
27.06.2023;00:00:00;30267.99
27.06.2023;01:00:00;30354.01
27.06.2023;02:00:00;30373.76
27.06.2023;03:00:00;30480.07
27.06.2023;04:00:00;30371.56
27.06.2023;05:00:00;30348.81
27.06.2023;06:00:00;30317.91
27.06.2023;07:00:00;30320.14
27.06.2023;08:00:00;30411.23
27.06.2023;09:00:00;30395.13
27.06.2023;10:00:00;30377.97
27.06.2023;11:00:00;30656.56
27.06.2023;12:00:00;30729.09
27.06.2023;13:00:00;30713.99
27.06.2023;14:00:00;30610.41
27.06.2023;15:00:00;30808.63
27.06.2023;16:00:00;30498.74
27.06.2023;17:00:00;30710.64
27.06.2023;18:00:00;30733.19
27.06.2023;19:00:00;30686.33
27.06.2023;20:00:00;30648.03
27.06.2023;21:00:00;30649.96
27.06.2023;22:00:00;30717.41
27.06.2023;23:00:00;30586.45
28.06.2023;00:00:00;30692.44
28.06.2023;01:00:00;30614.01
28.06.2023;02:00:00;30498.43
28.06.2023;03:00:00;30420.01
28.06.2023;04:00:00;30452.74
28.06.2023;05:00:00;30482.31
28.06.2023;06:00:00;30452.54
28.06.2023;07:00:00;30375.08
28.06.2023;08:00:00;30186.14
28.06.2023;09:00:00;30278
28.06.2023;10:00:00;30304.42
28.06.2023;11:00:00;30337.61
28.06.2023;12:00:00;30310.73
28.06.2023;13:00:00;30102
28.06.2023;14:00:00;30202.34
28.06.2023;15:00:00;30316
28.06.2023;16:00:00;30411.07
28.06.2023;17:00:00;30258
28.06.2023;18:00:00;30155.24
28.06.2023;19:00:00;30198.15
28.06.2023;20:00:00;30099.99
28.06.2023;21:00:00;30108
28.06.2023;22:00:00;30134.39
28.06.2023;23:00:00;30105.94
29.06.2023;00:00:00;30077.4
29.06.2023;01:00:00;30079.99
29.06.2023;02:00:00;30168.78
29.06.2023;03:00:00;30121.16
29.06.2023;04:00:00;30176
29.06.2023;05:00:00;30221.31
29.06.2023;06:00:00;30183
29.06.2023;07:00:00;30235.57
29.06.2023;08:00:00;30340.29
29.06.2023;09:00:00;30383.99
29.06.2023;10:00:00;30433.34
29.06.2023;11:00:00;30697.12
29.06.2023;12:00:00;30670.95
29.06.2023;13:00:00;30623.93
29.06.2023;14:00:00;30564
29.06.2023;15:00:00;30450.01
29.06.2023;16:00:00;30478.79
29.06.2023;17:00:00;30502.02
29.06.2023;18:00:00;30543.33
29.06.2023;19:00:00;30566.8
29.06.2023;20:00:00;30584.99
29.06.2023;21:00:00;30398.97
29.06.2023;22:00:00;30417.33
29.06.2023;23:00:00;30409.35
30.06.2023;00:00:00;30447.31
30.06.2023;01:00:00;30441.35
30.06.2023;02:00:00;30384.54
30.06.2023;03:00:00;30661.83
30.06.2023;04:00:00;30745.06
30.06.2023;05:00:00;30877.99
30.06.2023;06:00:00;30736.64
30.06.2023;07:00:00;30666
30.06.2023;08:00:00;30765.1
30.06.2023;09:00:00;30854
30.06.2023;10:00:00;30768.82
30.06.2023;11:00:00;30811.52
30.06.2023;12:00:00;30910.01
30.06.2023;13:00:00;31010.11
30.06.2023;14:00:00;30135.63
30.06.2023;15:00:00;30092.49
30.06.2023;16:00:00;30067.72
30.06.2023;17:00:00;30400.54
30.06.2023;18:00:00;30455.79
30.06.2023;19:00:00;30359.99
30.06.2023;20:00:00;30372.37
30.06.2023;21:00:00;30397.54
30.06.2023;22:00:00;30479.57
30.06.2023;23:00:00;30476.68
01.07.2023;00:00:00;30471.99
01.07.2023;01:00:00;30469.82
01.07.2023;02:00:00;30447.77
01.07.2023;03:00:00;30420.84
01.07.2023;04:00:00;30398.02
01.07.2023;05:00:00;30389.16
01.07.2023;06:00:00;30429.36
01.07.2023;07:00:00;30450.27
01.07.2023;08:00:00;30459.87
01.07.2023;09:00:00;30441.71
01.07.2023;10:00:00;30441.23
01.07.2023;11:00:00;30469.98
01.07.2023;12:00:00;30523.02
01.07.2023;13:00:00;30564
01.07.2023;14:00:00;30565.26
01.07.2023;15:00:00;30608.52
01.07.2023;16:00:00;30572.59
01.07.2023;17:00:00;30572
01.07.2023;18:00:00;30573.85
01.07.2023;19:00:00;30608.86
01.07.2023;20:00:00;30609.51
01.07.2023;21:00:00;30582.59
01.07.2023;22:00:00;30584.66
01.07.2023;23:00:00;30577.65
02.07.2023;00:00:00;30585.9
02.07.2023;01:00:00;30575.77
02.07.2023;02:00:00;30567.57
02.07.2023;03:00:00;30542
02.07.2023;04:00:00;30509.3
02.07.2023;05:00:00;30527.67
02.07.2023;06:00:00;30481.27
02.07.2023;07:00:00;30479.99
02.07.2023;08:00:00;30513.01
02.07.2023;09:00:00;30484.01
02.07.2023;10:00:00;30516.81
02.07.2023;11:00:00;30509.99
02.07.2023;12:00:00;30544.74
02.07.2023;13:00:00;30525.99
02.07.2023;14:00:00;30517.95
02.07.2023;15:00:00;30590.22
02.07.2023;16:00:00;30498
02.07.2023;17:00:00;30561.57
02.07.2023;18:00:00;30441.2
02.07.2023;19:00:00;30523.07
02.07.2023;20:00:00;30557.74
02.07.2023;21:00:00;30588.46
02.07.2023;22:00:00;30557.44
02.07.2023;23:00:00;30651.28
03.07.2023;00:00:00;30617.02
03.07.2023;01:00:00;30637.98
03.07.2023;02:00:00;30660.86
03.07.2023;03:00:00;30754.99
03.07.2023;04:00:00;30756.65
03.07.2023;05:00:00;30679.99
03.07.2023;06:00:00;30673.61
03.07.2023;07:00:00;30651.25
03.07.2023;08:00:00;30667.19
03.07.2023;09:00:00;30640.11
03.07.2023;10:00:00;30610.6
03.07.2023;11:00:00;30640.09
03.07.2023;12:00:00;30625.22
03.07.2023;13:00:00;30653.06
03.07.2023;14:00:00;30653.83
03.07.2023;15:00:00;30736.28
03.07.2023;16:00:00;31068.64
03.07.2023;17:00:00;31042.21
03.07.2023;18:00:00;31000.98
03.07.2023;19:00:00;31199.13
03.07.2023;20:00:00;31255.83
03.07.2023;21:00:00;31121.18
03.07.2023;22:00:00;31050.22
03.07.2023;23:00:00;31120.7
04.07.2023;00:00:00;31156.2
04.07.2023;01:00:00;31112.86
04.07.2023;02:00:00;31288.8
04.07.2023;03:00:00;31259.77
04.07.2023;04:00:00;31195.68
04.07.2023;05:00:00;31058.01
04.07.2023;06:00:00;30972.7
04.07.2023;07:00:00;30999.55
04.07.2023;08:00:00;30911.4
04.07.2023;09:00:00;30930.75
04.07.2023;10:00:00;31016.92
04.07.2023;11:00:00;31025.63
04.07.2023;12:00:00;31067.99
04.07.2023;13:00:00;31044.9
04.07.2023;14:00:00;30999.54
04.07.2023;15:00:00;30972.4
04.07.2023;16:00:00;30964.38
04.07.2023;17:00:00;30960.3
04.07.2023;18:00:00;30900.01
04.07.2023;19:00:00;30902
04.07.2023;20:00:00;30696.84
04.07.2023;21:00:00;30797.13
04.07.2023;22:00:00;30803.72
04.07.2023;23:00:00;30820.01
05.07.2023;00:00:00;30766.52
05.07.2023;01:00:00;30762.27
05.07.2023;02:00:00;30795.92
05.07.2023;03:00:00;30838
05.07.2023;04:00:00;30868.71
05.07.2023;05:00:00;30834.87
05.07.2023;06:00:00;30814.08
05.07.2023;07:00:00;30810.72
05.07.2023;08:00:00;30774.24
05.07.2023;09:00:00;30764.29
05.07.2023;10:00:00;30680
05.07.2023;11:00:00;30430.21
05.07.2023;12:00:00;30404.31
05.07.2023;13:00:00;30321.21
05.07.2023;14:00:00;30357.31
05.07.2023;15:00:00;30417.65
05.07.2023;16:00:00;30356.11
05.07.2023;17:00:00;30462.6
05.07.2023;18:00:00;30523.22
05.07.2023;19:00:00;30505.51
05.07.2023;20:00:00;30431.95
05.07.2023;21:00:00;30460.28
05.07.2023;22:00:00;30469.99
05.07.2023;23:00:00;30436.92
06.07.2023;00:00:00;30504.8
06.07.2023;01:00:00;30413.1
06.07.2023;02:00:00;30476.71
06.07.2023;03:00:00;30471.66
06.07.2023;04:00:00;30490.85
06.07.2023;05:00:00;30465.4
06.07.2023;06:00:00;30582.5
06.07.2023;07:00:00;30692.57
06.07.2023;08:00:00;30803.2
06.07.2023;09:00:00;31329.98
06.07.2023;10:00:00;31069.6
06.07.2023;11:00:00;31231.64
06.07.2023;12:00:00;30846.55
06.07.2023;13:00:00;30600.3
06.07.2023;14:00:00;30373.48
06.07.2023;15:00:00;30214.34
06.07.2023;16:00:00;30407
06.07.2023;17:00:00;30313.98
06.07.2023;18:00:00;30294.85
06.07.2023;19:00:00;30378.02
06.07.2023;20:00:00;30309.88
06.07.2023;21:00:00;30315.16
06.07.2023;22:00:00;30224.73
06.07.2023;23:00:00;30167.31
07.07.2023;00:00:00;29895.42
07.07.2023;01:00:00;30052.59
07.07.2023;02:00:00;30085.99
07.07.2023;03:00:00;30102.98
07.07.2023;04:00:00;30135.41
07.07.2023;05:00:00;30087.8
07.07.2023;06:00:00;30208.4
07.07.2023;07:00:00;30117
07.07.2023;08:00:00;30007.41
07.07.2023;09:00:00;30055.41
07.07.2023;10:00:00;30138.79
07.07.2023;11:00:00;30165.88
07.07.2023;12:00:00;30118.7
07.07.2023;13:00:00;30203.99
07.07.2023;14:00:00;30385.4
07.07.2023;15:00:00;30411.49
07.07.2023;16:00:00;30390.83
07.07.2023;17:00:00;30354.85
07.07.2023;18:00:00;30238.47
07.07.2023;19:00:00;30166.32
07.07.2023;20:00:00;30246.21
07.07.2023;21:00:00;30264.12
07.07.2023;22:00:00;30289.63
